customer_id,first_name,last_name,age,gender,signup_date,loyalty_tier,city,state,country,acquisition_channel,preferred_device,marketing_opt_in
293665,Gabriel,Lambert,53,Homme,2025-05-01,Silver,Genève,Genève,Suisse,Social Media,Mobile,Yes
848223,Noah,Bertrand,38,Homme,2025-01-31,Silver,Lyon,Auvergne-Rhône-Alpes,France,Paid Search,Desktop,Yes
503699,Sami,Martinez,33,Femme,2024-03-12,Silver,Paris,Île-de-France,France,Organic Search,Desktop,Yes
231776,Sarah,Martin,18,Femme,2025-12-16,Bronze,Paris,Île-de-France,France,Social Media,Mobile,Yes
803296,Ines,Martinez,38,Femme,2024-07-26,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Organic Search,Mobile,Yes
166447,Nora,Andre,49,Homme,2025-10-12,Bronze,Paris,Île-de-France,France,Social Media,Mobile,No
917968,Louis,Francois,32,Non précisé,2025-09-25,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Organic Search,Mobile,Yes
324931,Arthur,Fournier,23,Femme,2024-04-15,Gold,Genève,Genève,Suisse,Direct,Mobile,Yes
650860,Emma,Martin,42,Femme,2025-07-06,Bronze,Paris,Île-de-France,France,Social Media,Desktop,No
807947,Adam,David,63,Femme,2024-11-23,Bronze,Montréal,Québec,Canada,Social Media,Mobile,No
289234,Gabriel,Leroy,39,Homme,2024-01-30,Gold,Strasbourg,Grand Est,France,Paid Search,Mobile,No
299312,Sarah,Vincent,25,Femme,2025-09-22,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Email,Mobile,No
284211,Lina,Bertrand,39,Homme,2025-09-25,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Social Media,Mobile,Yes
241628,Sarah,Durand,18,Homme,2025-04-28,Bronze,Dakar,Dakar,Sénégal,Paid Search,Desktop,Yes
676297,Eva,Lambert,29,Femme,2024-01-26,Gold,Genève,Genève,Suisse,Referral,Tablet,Yes
620970,Sophia,Girard,34,Femme,2024-11-20,Silver,Toulouse,Occitanie,France,Direct,Mobile,Yes
871468,Olivia,Bernard,55,Femme,2024-03-01,Bronze,Montréal,Québec,Canada,Direct,Tablet,Yes
771111,Emma,Moreau,21,Femme,2024-10-14,Silver,Paris,Île-de-France,France,Referral,Mobile,Yes
478691,Camille,Petit,42,Femme,2025-10-23,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,Yes
105502,Lea,David,30,Femme,2025-10-31,Silver,Lille,Hauts-de-France,France,Social Media,Mobile,Yes
789592,Alice,Roux,50,Homme,2024-07-13,Silver,Montréal,Québec,Canada,Paid Search,Mobile,Yes
807398,Ethan,Vincent,33,Homme,2025-06-20,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Email,Mobile,No
136522,Camille,Thomas,38,Homme,2025-03-15,Silver,Nantes,Pays de la Loire,France,Social Media,Mobile,Yes
711699,Eva,Durand,40,Homme,2024-09-12,Bronze,Genève,Genève,Suisse,Paid Search,Desktop,No
487033,Lina,Bertrand,26,Femme,2024-08-13,Bronze,Paris,Île-de-France,France,Direct,Desktop,Yes
100813,Lea,Martinez,35,Homme,2025-06-19,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,Yes
695508,Ines,Martin,53,Femme,2024-01-04,Gold,Strasbourg,Grand Est,France,Referral,Mobile,Yes
807287,Alice,Francois,32,Femme,2024-05-06,Gold,Paris,Île-de-France,France,Social Media,Desktop,Yes
101014,Gabriel,Dubois,54,Femme,2025-03-01,Bronze,Lille,Hauts-de-France,France,Direct,Mobile,Yes
651797,Arthur,Leroy,47,Homme,2025-05-21,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Direct,Mobile,Yes
681390,Nathan,Vincent,40,Femme,2025-09-16,Bronze,Lille,Hauts-de-France,France,Organic Search,Desktop,Yes
203415,Jules,Leroy,29,Femme,2025-04-19,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Organic Search,Mobile,Yes
739713,Noah,Martinez,29,Femme,2025-05-15,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,Yes
622402,Gabriel,Vincent,38,Femme,2024-02-18,Gold,Montréal,Québec,Canada,Referral,Mobile,Yes
503812,Jules,Lambert,45,Homme,2024-11-14,Silver,Lyon,Auvergne-Rhône-Alpes,France,Social Media,Mobile,Yes
810526,Tom,Fournier,45,Femme,2025-10-03,Bronze,Montréal,Québec,Canada,Direct,Desktop,Yes
477026,Tom,Laurent,25,Femme,2024-03-23,Bronze,Nantes,Pays de la Loire,France,Email,Mobile,No
599522,Yanis,Garcia,49,Femme,2024-02-09,Silver,Paris,Île-de-France,France,Paid Search,Mobile,No
931588,Lina,Dupont,41,Femme,2025-01-16,Bronze,Toulouse,Occitanie,France,Organic Search,Mobile,No
489771,Lea,Martin,29,Femme,2025-03-04,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Social Media,Mobile,Yes
303225,Nora,Bonnet,49,Femme,2024-06-11,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Organic Search,Mobile,Yes
638662,Liam,Francois,39,Homme,2025-08-08,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Social Media,Mobile,Yes
587217,Alice,David,40,Homme,2024-06-16,Bronze,Genève,Genève,Suisse,Paid Search,Mobile,Yes
676606,Sarah,Lambert,38,Homme,2025-03-12,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Direct,Mobile,No
623469,Jules,Fournier,37,Femme,2025-07-31,Bronze,Lille,Hauts-de-France,France,Organic Search,Mobile,Yes
819078,Manon,Martin,32,Homme,2025-09-20,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,Yes
146198,Adam,Garcia,31,Femme,2024-04-15,Gold,Marseille,Provence-Alpes-Côte d’Azur,France,Organic Search,Desktop,Yes
815509,Leo,Richard,43,Femme,2025-04-15,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Organic Search,Mobile,No
322199,Adam,Michel,55,Non précisé,2025-01-29,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Paid Search,Desktop,Yes
289455,Chloe,Simon,35,Homme,2024-04-16,Gold,Marseille,Provence-Alpes-Côte d’Azur,France,Social Media,Desktop,Yes
460266,Ines,Fournier,31,Homme,2025-01-16,Bronze,Genève,Genève,Suisse,Paid Search,Mobile,Yes
929439,Adam,Francois,39,Homme,2025-12-24,Bronze,Genève,Genève,Suisse,Direct,Tablet,No
831444,Mia,Lefebvre,50,Femme,2024-10-24,Silver,Bordeaux,Nouvelle-Aquitaine,France,Email,Mobile,Yes
590251,Alice,Laurent,41,Femme,2025-08-29,Bronze,Paris,Île-de-France,France,Social Media,Desktop,Yes
249658,Ava,Francois,36,Femme,2025-01-14,Bronze,Toulouse,Occitanie,France,Social Media,Mobile,No
110106,Olivia,Laurent,48,Homme,2025-02-10,Bronze,Strasbourg,Grand Est,France,Direct,Desktop,No
300334,Camille,Francois,55,Homme,2025-03-05,Bronze,Lille,Hauts-de-France,France,Paid Search,Desktop,No
417298,Camille,Bernard,55,Femme,2025-07-12,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Social Media,Mobile,No
247992,Olivia,Francois,36,Femme,2024-04-28,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,Yes
711081,Ethan,Moreau,57,Femme,2025-04-14,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Social Media,Desktop,No
363806,Jules,Martinez,39,Homme,2024-06-10,Bronze,Nantes,Pays de la Loire,France,Organic Search,Mobile,Yes
583498,Gabriel,Thomas,32,Femme,2025-04-02,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Referral,Mobile,Yes
110200,Tom,Andre,52,Femme,2024-11-02,Silver,Bordeaux,Nouvelle-Aquitaine,France,Social Media,Mobile,Yes
236481,Manon,Bonnet,34,Homme,2025-01-07,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,Yes
131288,Sami,Martinez,45,Femme,2024-04-15,Silver,Paris,Île-de-France,France,Organic Search,Mobile,No
734069,Ethan,Andre,34,Femme,2025-08-20,Bronze,Nantes,Pays de la Loire,France,Referral,Mobile,Yes
969617,Olivia,Thomas,27,Femme,2024-08-02,Gold,Paris,Île-de-France,France,Organic Search,Mobile,No
407189,Lucas,Lambert,32,Femme,2024-02-18,Silver,Paris,Île-de-France,France,Social Media,Mobile,No
632816,Adam,Garcia,32,Homme,2025-02-05,Bronze,Strasbourg,Grand Est,France,Organic Search,Desktop,No
270734,Adam,Michel,33,Homme,2025-06-08,Silver,Lille,Hauts-de-France,France,Organic Search,Desktop,Yes
909205,Ava,Fournier,41,Homme,2025-08-02,Bronze,Toulouse,Occitanie,France,Organic Search,Mobile,Yes
633555,Sarah,Francois,28,Femme,2024-09-27,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,Yes
194345,Adam,Garcia,32,Homme,2025-09-22,Bronze,Lille,Hauts-de-France,France,Direct,Mobile,No
151728,Ethan,Garcia,44,Femme,2024-04-24,Silver,Paris,Île-de-France,France,Social Media,Mobile,Yes
707337,Ava,Thomas,48,Femme,2024-10-01,Silver,Lyon,Auvergne-Rhône-Alpes,France,Paid Search,Mobile,Yes
995196,Liam,Fournier,26,Femme,2024-04-14,Silver,Paris,Île-de-France,France,Paid Search,Mobile,No
827812,Eva,Petit,58,Femme,2025-09-09,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Organic Search,Mobile,No
979370,Adam,Durand,30,Femme,2025-08-29,Bronze,Strasbourg,Grand Est,France,Organic Search,Mobile,No
403081,Yanis,Morel,55,Femme,2024-01-30,Silver,Bruxelles,Bruxelles-Capitale,Belgique,Referral,Desktop,Yes
733206,Sophia,Thomas,38,Homme,2025-08-17,Bronze,Genève,Genève,Suisse,Organic Search,Mobile,Yes
924293,Eva,Francois,40,Homme,2025-11-07,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Organic Search,Mobile,Yes
516655,Yanis,Morel,47,Homme,2024-01-19,Bronze,Paris,Île-de-France,France,Organic Search,Desktop,No
355308,Liam,Roux,42,Femme,2025-10-09,Bronze,Nantes,Pays de la Loire,France,Email,Desktop,Yes
851397,Ava,Simon,48,Homme,2024-02-27,Silver,Genève,Genève,Suisse,Organic Search,Mobile,Yes
159766,Arthur,Legrand,35,Femme,2025-02-14,Bronze,Toulouse,Occitanie,France,Referral,Tablet,Yes
637623,Ethan,Martinez,33,Femme,2024-07-12,Silver,Paris,Île-de-France,France,Paid Search,Mobile,No
606428,Jules,Mercier,55,Homme,2024-08-01,Silver,Paris,Île-de-France,France,Paid Search,Mobile,No
768809,Ines,Francois,30,Homme,2025-04-06,Silver,Paris,Île-de-France,France,Direct,Mobile,Yes
881446,Olivia,Leroy,38,Femme,2025-03-10,Bronze,Nantes,Pays de la Loire,France,Organic Search,Mobile,Yes
664532,Noah,Legrand,44,Femme,2025-12-06,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Referral,Mobile,Yes
415734,Chloe,Roux,32,Femme,2024-07-15,Bronze,Toulouse,Occitanie,France,Organic Search,Mobile,Yes
740180,Alice,Martinez,36,Homme,2025-10-12,Bronze,Paris,Île-de-France,France,Organic Search,Desktop,Yes
327341,Sophia,Dupont,35,Homme,2025-01-21,Bronze,Paris,Île-de-France,France,Direct,Mobile,No
159448,Lucas,David,63,Homme,2025-06-17,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Direct,Mobile,Yes
786550,Louis,Moreau,26,Homme,2024-12-20,Silver,Lille,Hauts-de-France,France,Organic Search,Mobile,No
828973,Yanis,Roux,57,Homme,2025-03-02,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Direct,Desktop,Yes
801451,Manon,Durand,29,Femme,2025-11-18,Bronze,Dakar,Dakar,Sénégal,Email,Mobile,Yes
531269,Lina,Richard,18,Femme,2024-09-01,Gold,Strasbourg,Grand Est,France,Social Media,Mobile,No
239323,Sami,Durand,24,Homme,2024-06-02,Bronze,Genève,Genève,Suisse,Direct,Mobile,Yes
272490,Tom,Petit,41,Femme,2025-03-27,Bronze,Nantes,Pays de la Loire,France,Paid Search,Mobile,Yes
797777,Mia,Durand,36,Femme,2025-11-16,Bronze,Lille,Hauts-de-France,France,Email,Desktop,Yes
751566,Nathan,Michel,30,Femme,2024-12-29,Silver,Bordeaux,Nouvelle-Aquitaine,France,Paid Search,Mobile,Yes
670303,Lina,Vincent,39,Femme,2025-11-01,Bronze,Paris,Île-de-France,France,Organic Search,Desktop,No
928896,Noah,Roux,19,Homme,2024-10-21,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Direct,Mobile,Yes
698068,Louis,Francois,47,Femme,2024-11-07,Bronze,Toulouse,Occitanie,France,Organic Search,Mobile,Yes
250494,Chloe,Martinez,41,Femme,2024-08-03,Bronze,Lille,Hauts-de-France,France,Referral,Mobile,Yes
648235,Lea,Bertrand,38,Femme,2024-05-01,Silver,Marseille,Provence-Alpes-Côte d’Azur,France,Social Media,Mobile,No
770578,Manon,Roux,29,Homme,2025-11-13,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Organic Search,Mobile,Yes
851246,Sophia,Martin,28,Homme,2025-12-18,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,No
791897,Nora,Morel,40,Non précisé,2024-02-28,Bronze,Genève,Genève,Suisse,Organic Search,Mobile,No
122041,Lea,Bernard,18,Homme,2025-03-20,Silver,Paris,Île-de-France,France,Organic Search,Mobile,No
143248,Ava,Bernard,38,Femme,2025-12-18,Bronze,Toulouse,Occitanie,France,Social Media,Mobile,No
140524,Liam,David,22,Femme,2025-07-31,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Paid Search,Mobile,Yes
814633,Tom,Thomas,56,Femme,2024-03-26,Bronze,Paris,Île-de-France,France,Direct,Mobile,Yes
821516,Noah,Simon,54,Homme,2024-01-17,Gold,Marseille,Provence-Alpes-Côte d’Azur,France,Referral,Mobile,No
609833,Nathan,Andre,40,Femme,2024-01-15,Silver,Bordeaux,Nouvelle-Aquitaine,France,Organic Search,Mobile,Yes
374084,Arthur,Girard,42,Femme,2024-07-04,Bronze,Paris,Île-de-France,France,Referral,Mobile,Yes
212029,Liam,Francois,40,Homme,2024-08-14,Gold,Montréal,Québec,Canada,Email,Desktop,Yes
634463,Gabriel,Bonnet,58,Femme,2025-08-06,Bronze,Strasbourg,Grand Est,France,Direct,Mobile,No
241099,Ines,Bertrand,23,Homme,2025-01-06,Silver,Paris,Île-de-France,France,Direct,Desktop,No
147647,Ines,Morel,25,Homme,2024-09-05,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Direct,Mobile,Yes
368856,Eva,Durand,31,Homme,2025-08-16,Bronze,Lille,Hauts-de-France,France,Direct,Mobile,Yes
945209,Manon,Roux,33,Homme,2025-09-01,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Paid Search,Mobile,No
839661,Ava,Morel,43,Femme,2024-07-05,Silver,Bordeaux,Nouvelle-Aquitaine,France,Referral,Mobile,No
256451,Chloe,Girard,54,Femme,2025-03-12,Bronze,Dakar,Dakar,Sénégal,Direct,Mobile,No
906510,Noah,Legrand,44,Homme,2024-03-25,Silver,Genève,Genève,Suisse,Referral,Mobile,Yes
709841,Adam,Martinez,37,Homme,2025-03-23,Silver,Toulouse,Occitanie,France,Direct,Desktop,Yes
694107,Noah,Thomas,43,Homme,2024-12-01,Silver,Strasbourg,Grand Est,France,Paid Search,Desktop,Yes
947151,Lucas,Girard,54,Homme,2025-06-08,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Organic Search,Mobile,Yes
825816,Chloe,Garcia,50,Femme,2024-08-21,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Paid Search,Mobile,Yes
220772,Lea,Garcia,42,Femme,2024-02-05,Bronze,Genève,Genève,Suisse,Referral,Mobile,No
524502,Sarah,David,26,Femme,2024-12-24,Silver,Strasbourg,Grand Est,France,Paid Search,Mobile,Yes
856889,Ava,David,52,Femme,2025-05-31,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Direct,Desktop,Yes
343698,Nathan,Moreau,38,Homme,2024-07-08,Bronze,Paris,Île-de-France,France,Referral,Mobile,Yes
317350,Sami,Robert,31,Homme,2025-04-04,Bronze,Bruxelles,Bruxelles-Capitale,Belgique,Social Media,Mobile,Yes
719528,Louis,Girard,31,Femme,2024-09-13,Silver,Paris,Île-de-France,France,Referral,Mobile,Yes
215222,Leo,Vincent,52,Homme,2024-03-05,Gold,Lille,Hauts-de-France,France,Organic Search,Mobile,Yes
887956,Sami,Moreau,33,Homme,2024-09-11,Silver,Bordeaux,Nouvelle-Aquitaine,France,Direct,Mobile,No
429479,Lina,Petit,40,Homme,2024-08-31,Silver,Bruxelles,Bruxelles-Capitale,Belgique,Social Media,Mobile,Yes
240302,Leo,Bonnet,44,Femme,2024-11-14,Bronze,Nantes,Pays de la Loire,France,Organic Search,Desktop,Yes
664085,Adam,Lefebvre,31,Homme,2024-01-17,Bronze,Strasbourg,Grand Est,France,Social Media,Desktop,No
238013,Liam,Mercier,18,Femme,2025-05-12,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Direct,Mobile,Yes
873581,Adam,Simon,30,Femme,2024-12-16,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,No
687269,Alice,Bernard,24,Homme,2025-04-02,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Social Media,Desktop,Yes
217277,Liam,Martin,31,Femme,2024-07-11,Gold,Bordeaux,Nouvelle-Aquitaine,France,Referral,Mobile,Yes
343327,Adam,Morel,44,Homme,2025-08-24,Bronze,Paris,Île-de-France,France,Organic Search,Mobile,Yes
540730,Ava,Fournier,36,Femme,2024-12-20,Bronze,Bordeaux,Nouvelle-Aquitaine,France,Paid Search,Mobile,No
884533,Ines,Bonnet,35,Homme,2024-01-16,Silver,Dakar,Dakar,Sénégal,Organic Search,Mobile,Yes
518131,Emma,Roux,57,Femme,2024-05-29,Bronze,Paris,Île-de-France,France,Social Media,Desktop,Yes
850369,Lucas,Bonnet,41,Homme,2025-09-18,Bronze,Toulouse,Occitanie,France,Organic Search,Desktop,Yes
213581,Louis,Bernard,36,Homme,2025-10-03,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Email,Mobile,No
302949,Adam,Francois,30,Homme,2025-06-21,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Email,Mobile,Yes
917094,Lina,Richard,28,Femme,2024-03-05,Gold,Nantes,Pays de la Loire,France,Email,Mobile,Yes
349308,Sarah,Bertrand,41,Homme,2025-12-22,Bronze,Paris,Île-de-France,France,Organic Search,Tablet,Yes
401774,Louis,Laurent,27,Homme,2025-12-05,Bronze,Lille,Hauts-de-France,France,Social Media,Desktop,Yes
209508,Chloe,Laurent,45,Femme,2025-07-17,Bronze,Paris,Île-de-France,France,Organic Search,Desktop,Yes
999634,Mia,Mercier,36,Homme,2025-01-24,Bronze,Paris,Île-de-France,France,Paid Search,Desktop,No
733276,Mia,David,32,Homme,2025-06-07,Silver,Lyon,Auvergne-Rhône-Alpes,France,Organic Search,Mobile,Yes
773799,Hugo,Martin,45,Homme,2024-01-21,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Email,Mobile,No
184256,Olivia,Dupont,36,Homme,2025-09-09,Bronze,Toulouse,Occitanie,France,Referral,Desktop,Yes
301022,Alice,Garcia,27,Homme,2024-05-10,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Email,Mobile,No
224914,Sophia,Bonnet,50,Homme,2024-08-31,Bronze,Paris,Île-de-France,France,Email,Mobile,No
147387,Leo,Moreau,48,Femme,2025-07-10,Bronze,Marseille,Provence-Alpes-Côte d’Azur,France,Organic Search,Mobile,No
781848,Sarah,Francois,59,Homme,2024-08-12,Silver,Genève,Genève,Suisse,Direct,Desktop,Yes
549554,Sophia,David,33,Femme,2024-03-16,Gold,Paris,Île-de-France,France,Organic Search,Desktop,Yes
662520,Camille,Mercier,47,Femme,2024-10-13,Silver,Paris,Île-de-France,France,Direct,Desktop,Yes
952440,Manon,Richard,47,Femme,2025-12-30,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,Yes
398147,Ethan,Bertrand,18,Femme,2024-06-07,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Direct,Mobile,Yes
734767,Jules,Petit,27,Femme,2025-03-03,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,Yes
912243,Yanis,Bertrand,38,Femme,2025-04-11,Silver,Dakar,Dakar,Sénégal,Paid Search,Tablet,No
249796,Mia,Michel,41,Femme,2024-11-06,Bronze,Paris,Île-de-France,France,Paid Search,Mobile,Yes
985852,Louis,Leroy,45,Femme,2025-11-10,Bronze,Paris,Île-de-France,France,Direct,Mobile,No
832849,Leo,Fournier,40,Femme,2024-08-14,Gold,Lyon,Auvergne-Rhône-Alpes,France,Social Media,Mobile,No
690794,Hugo,Lefebvre,24,Homme,2025-08-22,Bronze,Toulouse,Occitanie,France,Paid Search,Mobile,Yes
760293,Manon,Lefebvre,18,Femme,2024-05-25,Gold,Paris,Île-de-France,France,Organic Search,Mobile,Yes
788144,Jules,Leroy,23,Homme,2024-06-23,Gold,Nantes,Pays de la Loire,France,Referral,Mobile,Yes
667474,Lina,Girard,29,Femme,2024-05-20,Bronze,Nantes,Pays de la Loire,France,Social Media,Mobile,Yes
495087,Alice,Leroy,42,Homme,2025-03-20,Bronze,Nantes,Pays de la Loire,France,Paid Search,Mobile,No
522620,Lucas,Simon,39,Homme,2024-12-01,Bronze,Genève,Genève,Suisse,Social Media,Tablet,Yes
936955,Sarah,Martinez,35,Femme,2025-12-05,Bronze,Strasbourg,Grand Est,France,Organic Search,Mobile,Yes
355481,Camille,Martinez,37,Homme,2024-11-17,Bronze,Lyon,Auvergne-Rhône-Alpes,France,Organic Search,Desktop,Yes
845234,Lina,Petit,49,Femme,2025-07-03,Bronze,Toulouse,Occitanie,France,Paid Search,Desktop,Yes
164861,Emma,Girard,19,Femme,2025-05-26,Bronze,Paris,Île-de-France,France,Paid Search,Desktop,No
930328,Yanis,David,20,Femme,2025-06-15,Silver,Lille,Hauts-de-France,France,Organic Search,Desktop,Yes
636536,Leo,David,35,Femme,2024-04-30,Silver,Paris,Île-de-France,France,Direct,Mobile,Yes
571089,Alice,Andre,32,Femme,2024-01-17,Silver,Toulouse,Occitanie,France,Paid Search,Mobile,Yes
444949,Emma,Robert,44,Homme,2024-01-06,Silver,Toulouse,Occitanie,France,Organic Search,Mobile,Yes
892918,Liam,Morel,22,Femme,2024-08-15,Gold,Toulouse,Occitanie,France,Organic Search,Mobile,Yes
497108,Noah,Robert,31,Homme,2025-01-21,Bronze,Strasbourg,Grand Est,France,Referral,Mobile,No
227387,Noah,Lefebvre,39,Homme,2025-10-16,Silver,Paris,Île-de-France,France,Referral,Desktop,Yes
